Seconds,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9
440.5,99.56,102.45,101.56,109.17,107.73,106.95,113.51,109.51,108.51
440.75,99.45,102.51,101.17,109.12,107.67,106.9,113.45,109.51,108.45
441,99.28,102.51,100.73,109.01,107.56,106.56,113.51,109.56,108.34
441.25,99.17,102.62,100.4,108.95,107.51,106.51,113.67,109.56,108.34
441.5,99.06,102.45,100.17,108.84,107.34,106.01,113.62,109.45,108.17
441.75,99.12,102.67,99.45,108.84,107.28,106.28,113.67,109.4,108.12
442,98.84,102.67,98.51,108.73,107.12,106.28,113.56,109.45,108.12
442.25,98.78,102.62,97.84,108.73,107.06,105.67,113.01,109.45,107.9
442.5,98.56,102.67,96.34,108.34,107.01,105.73,112.78,108.78,107.9
442.75,98.45,102.56,95.45,108.17,106.78,105.78,112.73,108.67,107.73
443,98.4,102.56,95.23,108.01,106.62,105.51,112.73,108.84,107.56
443.25,98.28,102.45,94.23,108.01,106.56,105.51,112.56,108.9,107.4
443.5,98.23,102.4,93.95,108.01,106.4,105.28,112.62,108.95,107.34
443.75,98.12,102.28,93.28,107.84,106.4,105.17,112.34,108.67,107.12
444,98.06,102.4,93.28,107.73,106.28,105.12,112.06,108.34,106.95
444.25,98.01,102.4,92.23,107.62,106.12,104.95,111.95,108.4,106.84
444.5,97.73,102.28,91.51,107.56,106.06,104.28,111.78,108.62,106.73
444.75,97.62,102.23,90.95,107.4,106.06,104.56,111.62,108.67,106.67
445,97.56,102.12,90.45,107.34,105.95,104.51,111.4,108.56,106.56
445.25,97.23,102.06,90.23,107.28,105.84,104.51,111.45,108.67,106.51
445.5,96.9,102.01,90.01,107.12,105.78,104.62,111.34,108.51,106.34
445.75,96.67,101.9,89.56,107.06,105.62,104.51,111.34,108.45,106.12
446,96.51,101.9,89.01,106.9,105.56,104.23,111.17,108.34,106.06
446.25,96.34,101.9,88.9,106.84,105.51,104.17,111.06,108.28,106.01
446.5,96.17,101.78,88.95,106.95,105.34,104.12,110.95,108.28,106.01
446.75,96.17,101.78,88.84,106.67,105.23,104.12,111.01,108.34,106.01
447,96.06,101.78,88.51,106.56,105.06,104.01,110.95,108.34,105.84
447.25,95.95,101.62,88.56,106.56,105.06,103.73,110.9,108.34,105.62
447.5,95.84,101.62,87.9,106.51,104.95,103.62,110.73,108.17,105.67
447.75,95.62,101.56,87.9,106.34,104.84,103.67,110.62,108.17,105.56
448,95.4,101.51,87.67,106.28,104.73,103.45,110.4,108.12,105.34
448.25,95.28,101.51,87.73,106.17,104.62,103.01,110.23,108.01,105.17
448.5,95.23,101.4,87.01,106.06,104.51,102.84,109.9,107.95,105.17
448.75,95.12,101.23,87.12,106.06,104.45,102.84,109.62,107.84,105.06
449,95.01,101.06,87.56,105.95,104.28,102.84,109.51,107.73,105.06
449.25,94.9,100.95,88.17,105.9,104.28,102.73,109.45,107.67,104.84
449.5,94.84,101.01,88.73,105.78,104.17,102.84,109.51,107.51,104.95
449.75,94.84,100.9,89.34,105.62,104.12,102.78,109.51,107.51,104.84
450,94.73,100.9,89.95,105.56,104.01,102.73,109.51,107.4,104.78
450.25,94.67,100.73,90.34,105.4,103.9,102.62,109.4,107.28,104.45
450.5,94.56,100.73,90.28,105.28,103.84,102.56,109.28,107.34,104.28
450.75,94.51,100.73,90.51,105.12,103.67,102.62,109.06,107.28,104.23
451,94.51,100.62,90.56,105.06,103.62,102.56,108.84,107.23,104.06
451.25,94.28,100.56,90.56,104.9,103.56,102.34,108.9,107.17,104.01
451.5,94.28,100.51,91.34,104.78,103.4,102.45,108.73,107.12,103.78
451.75,94.12,100.45,91.51,104.73,103.4,102.51,108.56,106.95,103.62
452,94.17,100.45,91.45,104.62,103.34,102.17,108.4,106.95,103.51
452.25,94.12,100.4,91.51,104.56,103.28,102.17,108.06,107.01,103.28
452.5,94.06,100.4,91.84,104.51,103.17,102.23,107.78,106.95,103.17
452.75,93.95,100.28,92.17,104.34,103.01,102.06,107.56,106.84,103.06
453,93.78,100.23,92.34,104.34,102.95,102.06,107.12,106.78,102.9
453.25,93.67,99.95,92.23,104.17,102.78,101.84,106.78,106.62,102.73
453.5,93.56,99.73,92.28,104.12,102.78,101.51,106.4,106.62,102.62
453.75,93.28,99.4,91.78,103.95,102.62,100.78,106.01,106.4,102.56
454,93.06,99.12,91.12,103.9,102.51,100.62,105.62,106.28,102.45
454.25,92.95,98.73,91.23,103.9,102.4,100.73,105.4,106.17,102.34
454.5,92.95,98.67,91.4,103.84,102.28,100.62,104.9,105.95,102.23
454.75,92.84,98.34,91.56,103.62,102.23,100.84,104.56,105.84,102.01
455,92.67,98.06,91.17,103.51,102.12,100.95,104.34,105.9,101.9
455.25,92.45,97.67,90.23,103.51,102.06,100.84,104.01,105.73,101.78
455.5,92.23,97.56,90.28,103.4,101.95,100.45,103.56,105.62,101.67
455.75,92.01,97.28,89.95,103.23,101.84,100.56,103.28,105.51,101.28
456,91.84,97.06,89.73,103.17,101.67,100.28,103.17,105.34,101.23
456.25,91.73,96.84,89.67,103.12,101.56,100.23,102.84,105.23,101.06
456.5,91.51,96.73,88.9,103.01,101.45,100.34,102.56,105.06,101.01
456.75,91.34,96.51,89.17,102.9,101.4,100.34,102.28,105.01,100.62
457,91.23,96.28,88.62,102.9,101.34,100.23,102.01,104.9,100.56
457.25,91.01,96.17,88.4,102.84,101.23,99.9,101.9,104.78,100.45
457.5,90.9,96.01,88.67,102.73,101.12,99.4,101.73,104.73,100.34
457.75,90.78,95.9,88.78,102.56,101.01,99.67,101.56,104.62,100.17
458,90.67,95.73,88.78,102.51,100.84,99.51,101.23,104.45,99.95
458.25,90.62,95.73,89.06,102.51,100.78,99.34,100.73,104.45,99.78
458.5,90.4,95.56,89.23,102.28,100.62,99.06,100.62,104.45,99.56
458.75,90.28,95.56,89.01,102.28,100.51,99.12,100.45,104.17,99.23
459,90.17,95.4,88.78,102.06,100.4,98.95,100.28,104.12,98.9
459.25,89.78,95.23,88.56,101.95,100.23,98.56,100.12,103.9,98.78
459.5,89.62,95.06,88.28,102.01,100.12,98.73,99.9,103.84,98.67
459.75,89.4,94.95,88.12,101.84,100.06,98.4,99.73,103.67,98.62
460,89.4,94.73,88.01,101.78,99.9,98.51,99.56,103.56,98.45
460.25,89.28,94.56,87.78,101.73,99.84,98.67,99.45,103.45,98.34
460.5,89.17,94.45,87.4,101.56,99.73,98.56,99.23,103.45,98.34
460.75,89.06,94.28,87.28,101.45,99.56,98.34,98.95,103.28,98.12
461,88.9,94.12,86.84,101.45,99.56,98.45,98.62,103.23,97.84
461.25,88.56,94.12,86.67,101.28,99.4,97.78,98.28,103.06,97.62
461.5,88.34,94.06,87.01,101.17,99.28,97.84,98.06,102.84,97.28
461.75,88.17,93.95,86.51,101.01,99.23,97.67,97.9,102.73,97.17
462,88.01,93.95,86.9,100.95,99.12,97.67,97.56,102.62,97.06
462.25,87.84,93.84,86.95,100.9,99.06,97.51,97.34,102.51,96.84
462.5,87.62,93.84,86.95,100.73,98.9,97.28,97.06,102.45,96.73
462.75,87.51,93.9,87.4,100.67,98.73,97.28,97.12,102.28,96.51
463,87.51,93.73,87.45,100.56,98.62,97.06,97.06,102.28,96.23
463.25,87.51,93.73,87.4,100.51,98.56,97.23,96.9,102.06,96.06
463.5,87.34,93.73,87.12,100.45,98.45,97.12,96.9,101.9,96.01
463.75,87.28,93.62,87.12,100.34,98.45,97.23,96.95,101.9,95.95
464,87.12,93.51,86.95,100.23,98.34,97.01,96.73,101.78,95.73
464.25,86.84,93.4,87.12,100.17,98.23,96.67,96.56,101.67,95.56
464.5,86.78,93.34,87.23,100.06,98.17,96.73,96.51,101.56,95.4
464.75,86.78,93.23,87.23,99.9,98.01,96.9,96.28,101.34,95.28
465,86.78,93.01,87.45,99.9,98.01,96.9,96.06,101.17,95.12
465.25,86.56,92.95,87.23,99.73,97.9,96.4,96.01,101.23,95.17
465.5,86.45,92.78,87.17,99.67,97.84,96.28,95.78,101.06,95.12
465.75,86.28,92.67,86.95,99.56,97.67,96.23,95.67,101.01,94.84
466,86.06,92.4,86.95,99.45,97.56,95.67,95.62,100.84,94.78
466.25,85.9,92.17,86.62,99.45,97.56,95.67,95.51,100.62,94.56
466.5,85.73,91.95,86.62,99.28,97.4,95.4,95.34,100.62,94.45
466.75,85.62,91.73,86.56,99.23,97.23,95.56,95.4,100.51,94.34
467,85.62,91.62,86.51,99.12,97.28,95.45,95.4,100.4,94.28
467.25,85.4,91.51,86.45,99.01,97.17,95.62,95.28,100.34,94.17
467.5,85.28,91.23,86.23,98.95,97.06,95.23,95.06,100.28,94.06
467.75,85.12,91.12,85.73,98.78,96.9,94.9,95.01,100.01,93.84
468,84.9,90.95,85.9,98.9,96.84,94.78,94.9,99.9,93.73
468.25,84.78,90.73,86.12,98.78,96.73,94.67,94.9,99.84,93.73
468.5,84.84,90.73,86.06,98.67,96.73,94.84,94.84,99.73,93.56
468.75,84.56,90.4,86.17,98.56,96.56,94.4,94.84,99.62,93.45
469,84.56,90.34,85.62,98.45,96.34,94.01,94.78,99.51,93.34
469.25,84.4,90.17,85.95,98.4,96.28,94.4,94.73,99.4,93.28
469.5,84.4,90.17,85.84,98.23,96.23,94.51,94.67,99.28,92.95
469.75,84.23,90.01,85.56,98.17,96.17,94.34,94.62,99.23,92.95
470,84.12,89.95,85.4,98.17,96.06,94.56,94.56,99.12,92.78
470.25,84.12,89.78,85.17,98.01,95.95,94.62,94.62,99.01,92.67
470.5,83.9,89.67,85.12,98.01,95.95,94.45,94.51,98.95,92.62
470.75,83.84,89.62,84.51,97.95,95.9,94.4,94.45,98.78,92.4
471,83.56,89.4,84.56,97.9,95.84,94.51,94.4,98.73,92.45
471.25,83.51,89.34,84.23,97.84,95.78,94.45,94.23,98.56,92.4
471.5,83.28,89.12,83.51,97.67,95.62,94.23,94.01,98.45,92.23
471.75,83.01,88.9,83.34,97.56,95.56,94.01,93.95,98.34,92.12
472,83.01,88.67,83.12,97.56,95.45,93.95,93.78,98.17,91.95
472.25,82.9,88.45,82.9,97.45,95.45,93.9,93.56,98.12,91.9
472.5,82.78,88.23,82.4,97.34,95.23,93.67,93.56,98.06,91.73
472.75,82.67,88.17,78.4,97.23,95.12,93.45,93.56,97.9,91.67
473,82.62,87.95,76.23,97.17,95.17,93.45,93.84,97.9,91.51
473.25,82.56,87.73,74.56,97.06,95.01,93.51,93.9,97.67,91.28
473.5,82.51,87.67,72.45,97.06,94.9,93.56,94.28,97.67,91.23
473.75,82.4,87.67,71.4,96.95,94.84,93.62,94.23,97.51,91.17
474,82.28,87.62,71.4,96.73,94.84,93.51,94.4,97.45,91.12
474.25,82.17,87.51,72.34,96.67,94.73,93.45,95.4,97.28,91.01
474.5,82.17,87.56,72.73,96.56,94.62,93.56,97.34,97.12,90.84
474.75,82.06,87.62,72.67,96.51,94.51,93.28,98.45,96.9,90.67
475,81.95,87.62,72.9,96.28,94.4,93.01,99.06,96.73,90.67
475.25,81.9,87.62,73.84,96.17,94.23,93.01,99.06,96.56,90.56
475.5,81.73,87.62,74.62,96.06,94.17,93.01,98.9,96.23,90.45
475.75,81.67,87.51,75.34,95.9,94.01,92.95,98.62,96.17,90.4
476,81.56,87.62,75.84,95.67,94.01,93.01,98.4,96.12,90.34
476.25,81.51,87.45,76.01,95.67,93.9,92.84,98.17,95.95,90.23
476.5,81.28,87.56,76.51,95.56,93.84,92.73,98.06,95.95,90.17
476.75,81.34,87.62,77.17,95.4,93.78,92.62,97.9,95.9,90.06
477,81.17,87.62,77.67,95.23,93.67,92.56,97.73,95.62,90.01
477.25,81.12,87.62,77.67,95.12,93.51,92.56,97.51,95.51,89.95
477.5,80.95,87.62,77.84,94.9,93.4,92.45,97.28,95.45,89.84
477.75,80.78,87.56,77.84,94.78,93.4,92.4,97.62,95.23,89.73
478,80.67,87.51,77.84,94.67,93.4,92.28,97.95,95.06,89.56
478.25,80.56,87.45,77.84,94.45,93.23,92.06,97.84,94.95,89.56
478.5,80.45,87.34,77.84,94.28,93.17,91.84,97.45,94.84,89.45
478.75,80.23,87.28,77.34,94.23,93.06,92.06,97.23,94.73,89.34
479,80.06,87.23,77.34,94.12,93.01,91.9,97.06,94.73,89.34
479.25,80.06,87.17,77.23,94.06,92.95,91.67,96.95,94.62,89.34
479.5,79.9,87.12,77.17,93.84,92.84,91.67,96.73,94.56,89.23
479.75,79.84,87.06,77.06,93.78,92.84,91.62,96.73,94.51,89.12
480,79.67,87.12,77.06,93.73,92.73,91.56,96.56,94.34,89.12
480.25,79.56,87.17,76.4,93.62,92.73,91.51,96.45,94.23,89.12
480.5,79.34,87.06,76.45,93.45,92.62,91.45,96.17,94.06,88.95
480.75,79.23,87.12,76.01,93.4,92.45,91.34,95.9,93.95,88.95
481,79.06,87.06,75.78,93.23,92.45,91.34,95.84,93.84,88.9
481.25,78.95,87.12,75.12,93.17,92.28,91.17,95.34,93.73,88.84
481.5,78.78,87.06,75.34,93.12,92.28,91.06,95.06,93.62,88.73
481.75,78.84,87.06,75.34,93.01,92.23,91.12,95.12,93.62,88.73
482,78.62,87.23,75.67,92.84,92.23,90.95,95.06,93.51,88.67
482.25,78.51,87.17,75.62,92.78,92.06,90.84,94.84,93.34,88.73
482.5,78.4,87.12,75.45,92.73,92.06,90.78,94.73,93.12,88.56
482.75,78.28,87.12,75.06,92.62,91.9,90.67,94.56,93.12,88.56
483,78.12,87.12,75.12,92.45,91.84,90.62,94.51,92.95,88.4
483.25,77.95,87.06,75.01,92.4,91.78,90.67,94.34,92.9,88.45
483.5,77.9,87.01,74.45,92.28,91.73,90.62,94.23,92.78,88.28
483.75,77.78,87.12,74.56,92.12,91.67,90.56,94.12,92.67,88.34
484,77.62,87.01,74.51,92.06,91.56,90.51,94.12,92.62,88.23
484.25,77.51,87.01,74.78,92.01,91.56,90.45,94.06,92.45,88.17
484.5,77.56,87.01,75.06,92.01,91.56,90.28,94.06,92.4,88.17
484.75,77.4,86.95,75.12,91.9,91.51,90.17,93.84,92.34,88.01
485,77.28,87.01,75.34,91.84,91.45,90.17,93.78,92.12,88.06
485.25,77.12,86.95,75.28,91.67,91.34,90.17,93.73,92.01,88.01
485.5,77.01,86.95,74.84,91.56,91.23,90.01,93.23,91.9,87.84
485.75,77.01,86.95,74.78,91.51,91.17,89.84,93.06,91.73,87.9
486,76.84,86.78,74.84,91.4,91.01,89.78,92.84,91.62,87.78
486.25,76.78,86.78,74.56,91.28,90.95,89.73,92.78,91.51,87.73
486.5,76.67,86.73,74.56,91.28,91.01,89.78,92.62,91.45,87.67
486.75,76.56,86.67,74.45,91.12,90.9,89.84,92.56,91.4,87.51
487,76.4,86.73,74.45,91.12,90.84,89.56,92.4,91.28,87.56
487.25,76.23,86.62,74.51,91.01,90.78,89.51,92.45,91.23,87.45
487.5,76.12,86.56,74.78,90.95,90.67,89.56,92.23,91.17,87.4
487.75,76.12,86.62,74.78,90.95,90.67,89.56,92.23,91.12,87.34
488,75.95,86.62,74.9,90.78,90.67,89.4,92.12,91.06,87.28
488.25,75.84,86.62,74.95,90.67,90.62,89.56,92.23,90.9,87.28
488.5,75.84,86.45,75.28,90.73,90.62,89.51,92.28,90.9,87.23
488.75,75.67,86.51,75.17,90.56,90.51,89.4,92.23,90.84,87.17
489,75.62,86.45,75.45,90.56,90.51,89.28,92.23,90.67,87.12
489.25,75.51,86.45,75.56,90.51,90.45,89.17,92.23,90.56,87.01
489.5,75.28,86.28,75.51,90.23,90.34,89.06,91.95,90.51,86.95
489.75,75.28,86.28,75.23,90.23,90.23,88.9,91.73,90.28,86.84
490,75.17,86.28,75.28,90.17,90.23,88.84,91.67,90.23,86.78
490.25,75.12,86.23,75.01,90.17,90.17,88.84,91.51,90.12,86.73
490.5,74.95,86.12,74.78,90.06,90.12,88.84,91.45,90.06,86.73
490.75,74.84,86.12,74.62,90.01,90.01,88.78,91.23,90.01,86.62
491,74.73,85.95,74.51,89.9,89.9,88.84,91.12,89.84,86.56
491.25,74.67,86.01,74.28,89.73,89.84,88.56,91.12,89.84,86.56
491.5,74.56,85.95,74.4,89.67,89.84,88.45,91.12,89.62,86.4
491.75,74.34,85.9,74.06,89.56,89.78,88.34,91.06,89.51,86.45
492,74.28,85.78,74.17,89.51,89.67,88.51,90.95,89.45,86.28
492.25,74.23,85.73,74.12,89.45,89.62,88.45,90.9,89.34,86.23
492.5,74.12,85.62,74.01,89.28,89.45,88.34,90.9,89.17,86.23
492.75,73.95,85.62,74.01,89.23,89.45,88.23,90.84,89.06,86.12
493,73.95,85.56,74.17,89.12,89.45,88.23,90.73,89.01,86.12
493.25,73.9,85.45,73.9,89.06,89.34,88.17,90.62,89.01,86.01
493.5,73.67,85.4,73.9,88.95,89.17,88.01,90.56,88.9,85.95
493.75,73.67,85.45,73.73,88.9,89.17,88.12,90.4,88.73,85.9
494,73.51,85.34,73.84,88.9,89.23,88.12,90.4,88.67,85.9
494.25,73.45,85.34,73.62,88.78,89.12,87.95,90.28,88.51,85.73
494.5,73.34,85.23,73.78,88.73,89.12,88.01,90.23,88.45,85.78
494.75,73.28,85.23,73.62,88.73,89.06,88.01,90.17,88.4,85.73
495,73.23,85.23,73.95,88.51,89.06,87.9,90.17,88.4,85.73
495.25,73.17,85.23,73.84,88.51,88.95,87.84,90.01,88.23,85.56
495.5,73.06,85.17,73.84,88.45,88.9,87.67,90.06,88.28,85.51
495.75,72.95,85.12,73.67,88.28,88.84,87.67,90.06,88.06,85.4
496,72.84,85.06,73.78,88.23,88.73,87.51,90.06,87.95,85.34
496.25,72.67,85.01,73.4,88.17,88.73,87.45,90.01,87.73,85.23
496.5,72.67,85.01,73.45,88.12,88.67,87.4,89.9,87.78,85.23
