Seconds,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9
175.75,157.51,103.12,107.84,104.28,99.12,102.84,86.78,97.67,102.4
176,156.62,103.12,107.9,104.28,99.12,174.73,86.9,97.84,102.45
176.25,155.84,103.23,108.01,104.28,99.17,191.62,86.9,97.84,102.45
176.5,155.12,103.23,108.12,104.34,99.17,218.45,87.01,97.9,102.51
176.75,154.51,103.28,108.56,104.34,99.23,229.67,86.9,97.95,102.4
177,153.95,103.28,109.06,104.34,99.28,228.01,87.01,98.06,102.51
177.25,153.51,103.34,109.45,104.34,99.28,232.23,86.9,98.01,102.45
177.5,183.51,103.34,109.67,104.34,99.45,232.12,87.06,98.23,102.67
177.75,207.23,103.4,109.78,104.51,99.45,239.78,87.06,98.23,102.67
178,212.73,103.4,109.9,104.45,99.51,237.34,87.12,98.23,102.56
178.25,214.84,103.4,110.12,104.51,99.67,242.84,87.12,98.34,102.67
178.5,215.84,103.45,110.12,104.56,99.78,235.56,87.06,98.4,102.67
178.75,216.34,103.56,110.17,104.62,102.51,244.51,87.12,98.45,102.73
179,216.78,103.67,110.01,104.73,114.73,239.51,87.23,98.51,102.73
179.25,217.17,103.67,109.73,104.73,124.9,241.51,87.23,98.56,102.84
179.5,217.4,103.67,109.28,104.73,134.28,243.23,87.12,98.62,102.84
179.75,217.51,103.62,109.01,104.73,141.28,238.56,87.28,98.73,102.84
180,217.9,103.73,109.17,104.84,147.28,227.51,87.28,98.78,102.9
180.25,218.84,103.78,109.34,104.95,152.45,218.67,87.28,98.78,102.95
180.5,220.34,103.78,109.4,104.9,156.45,210.28,87.4,98.95,103.01
180.75,221.23,103.84,109.9,104.95,159.62,193.17,87.34,98.95,103.06
181,221.9,103.78,110.12,104.95,162.17,179.23,87.45,99.01,103.06
181.25,222.01,103.84,109.95,104.9,164.45,170.45,87.51,99.12,103.17
181.5,221.56,103.84,110.34,105.06,166.62,165.51,87.56,99.12,103.23
181.75,220.17,103.9,110.67,105.01,168.45,162.06,87.62,99.17,103.23
182,213.12,103.84,111.62,105.12,170.12,159.73,87.67,99.28,103.28
182.25,211.45,103.9,238.17,105.4,171.62,157.73,87.67,99.4,103.34
182.5,210.78,103.95,253.4,107.23,172.56,156.01,87.78,99.51,103.4
182.75,210.4,103.95,253.78,110.62,171.06,154.67,87.78,99.51,103.51
183,204.78,103.95,255.12,114.62,167.01,153.45,87.84,99.51,103.56
183.25,197.95,103.95,253.9,118.9,162.17,152.45,87.84,99.73,103.62
183.5,193.78,104.01,254.23,123.06,158.06,151.56,87.95,99.78,103.62
183.75,190.95,104.01,253.73,127.23,154.67,150.56,87.95,99.84,103.78
184,188.95,104.12,252.95,131.06,151.78,149.84,88.06,99.9,103.78
184.25,187.12,104.06,254.06,134.84,149.12,149.23,88.06,99.9,103.84
184.5,185.84,104.12,254.56,138.34,147.06,154.23,88.12,100.12,103.95
184.75,184.62,104.12,254.56,141.73,144.95,204.45,88.12,100.17,103.9
185,183.56,104.12,254.56,144.95,143.28,209.06,88.23,100.17,103.9
185.25,182.56,104.17,254.4,148.01,141.78,215.73,88.4,100.4,104.06
185.5,181.67,104.17,254.12,150.84,140.34,220.45,88.4,100.45,104.06
185.75,180.78,104.17,253.73,153.51,139.17,223.84,88.45,100.56,104.17
186,180.06,104.17,253.95,156.12,138.06,223.78,88.51,100.67,104.17
186.25,179.23,104.17,253.06,158.45,137.01,222.84,88.56,100.73,104.28
186.5,178.56,104.17,249.4,160.17,136.12,222.78,88.51,100.78,104.34
186.75,178.01,104.28,244.23,161.45,135.4,222.4,88.67,100.9,104.45
187,177.51,104.28,239.95,162.56,134.62,222.67,88.73,101.01,104.51
187.25,176.95,104.34,236.23,163.23,136.23,223.73,88.78,101.01,104.56
187.5,176.4,104.34,232.62,163.56,144.51,222.67,88.84,101.17,104.62
187.75,175.95,104.34,229.17,163.51,151.84,224.23,88.9,101.23,104.73
188,175.45,104.34,225.78,163.17,157.06,223.12,89.01,101.34,105.73
188.25,175.06,104.4,222.51,162.56,160.9,223.01,89.01,101.4,206.84
188.5,174.56,104.34,219.4,161.78,164.06,222.9,89.17,101.56,215.12
188.75,174.28,104.4,216.78,161.06,166.78,221.01,89.34,101.67,215.23
189,173.84,104.45,213.73,160.06,169.06,219.84,89.34,101.73,217.45
189.25,173.4,104.45,210.56,159.12,170.67,218.73,89.56,101.9,218.34
189.5,173.06,104.45,207.4,158.06,171.62,221.51,89.45,101.9,218.12
189.75,172.73,104.45,204.06,157.01,172.28,220.34,89.67,102.12,221.01
190,172.28,104.51,201.06,156.01,172.95,215.78,89.73,102.23,219.01
190.25,171.9,104.62,198.9,155.01,173.62,218.51,89.84,102.28,221.73
190.5,171.51,104.84,240.95,154.06,174.23,203.56,89.84,102.51,224.17
190.75,171.17,105.17,247.73,153.12,174.78,195.9,89.95,102.51,226.45
191,170.78,105.62,249.62,152.45,175.01,185.45,90.01,102.62,227.06
191.25,170.34,106.28,249.51,151.9,175.56,179.9,90.01,102.67,226.12
191.5,170.06,107.01,251.84,151.45,175.9,176.78,90.06,102.84,220.23
191.75,169.67,107.9,251.4,151.56,175.95,174.67,90.23,102.95,197.56
192,169.4,108.78,251.17,152.17,175.78,173.01,90.34,103.06,192.45
192.25,168.95,109.67,251.4,153.12,174.95,171.73,90.56,103.23,190.45
192.5,168.73,110.67,252.23,154.17,172.73,170.56,90.56,103.34,183.73
192.75,168.34,111.84,249.67,155.17,169.45,169.45,90.67,103.45,176.23
193,167.95,112.9,248.56,156.34,166.4,168.51,90.78,103.62,170.4
193.25,167.62,114.06,249.23,157.4,163.9,167.67,90.78,103.73,165.51
193.5,167.28,115.17,248.67,158.51,161.73,166.84,90.95,103.84,161.34
193.75,166.95,116.4,249.28,159.51,159.84,166.06,91.01,103.95,157.78
194,166.67,117.51,249.12,160.62,158.17,165.51,91.12,104.06,154.67
194.25,166.4,118.56,248.78,161.56,156.67,164.84,91.23,104.23,151.95
194.5,166.01,119.62,249.51,162.51,155.34,164.23,91.23,104.34,149.56
194.75,165.78,120.56,251.01,163.4,154.17,163.56,91.4,104.45,147.28
195,165.4,121.62,250.73,164.23,153.17,162.95,91.45,104.51,145.4
195.25,165.06,122.51,250.12,164.9,152.28,162.34,91.67,104.78,143.78
195.5,164.62,123.17,250.34,165.51,151.34,161.84,91.67,104.84,142.28
195.75,164.4,124.01,248.67,166.12,150.56,161.28,91.9,105.01,140.9
196,164.06,124.78,246.06,166.51,149.78,160.78,91.95,105.06,139.73
196.25,163.78,125.34,241.62,166.84,149.06,160.23,92.06,105.23,138.73
196.5,163.51,126.01,237.51,167.01,148.51,159.67,92.12,105.28,172.73
196.75,163.23,126.45,233.73,167.06,147.84,159.17,92.23,105.4,206.17
197,162.9,126.95,230.17,167.01,147.34,158.73,92.23,105.51,213.12
197.25,162.56,127.4,226.51,166.95,146.78,158.23,92.34,105.62,215.28
197.5,162.28,127.73,222.73,166.67,146.34,157.78,92.45,105.73,216.51
197.75,162.06,128.06,219.06,166.34,145.95,157.28,92.51,105.9,217.17
198,161.73,128.4,215.56,165.84,145.56,156.84,92.62,106.06,218.73
198.25,161.45,128.73,212.28,165.34,145.17,156.45,92.73,106.23,219.73
198.5,161.12,129.01,209.51,164.95,144.73,155.95,92.9,106.45,219.9
198.75,160.9,129.28,206.23,164.23,144.45,155.56,93.01,106.56,219.9
199,160.56,129.51,203.34,163.78,144.12,155.17,93.12,106.73,220.45
199.25,160.28,129.73,200.62,163.23,143.84,154.84,93.17,106.78,220.12
199.5,159.95,130.12,199.12,162.67,143.51,154.45,93.28,106.9,219.73
199.75,159.73,130.45,196.56,162.23,143.28,154.12,93.45,107.01,219.95
200,159.51,130.84,194.12,161.73,142.95,153.78,93.56,107.12,220.28
200.25,159.28,131.34,191.78,161.06,142.73,153.45,93.56,107.4,219.67
200.5,159.01,131.84,189.62,160.56,142.45,153.17,93.73,107.51,219.84
200.75,158.73,132.28,187.62,160.12,142.17,152.9,93.84,107.56,220.12
201,158.4,132.84,185.73,159.62,141.9,152.62,93.84,107.73,216.28
201.25,158.17,133.4,183.95,159.12,141.73,152.34,94.01,107.78,214.67
201.5,157.95,133.95,182.17,158.67,141.51,152.01,94.12,108.12,202.23
201.75,157.62,134.56,180.4,158.23,141.23,151.73,94.12,108.06,195.67
202,157.4,135.23,179.01,157.9,141.06,151.56,94.28,108.28,194.4
202.25,157.17,135.9,177.56,157.56,140.9,151.28,94.4,108.4,192.84
202.5,156.9,136.51,176.23,157.12,140.73,151.06,94.51,108.62,188.73
202.75,156.67,137.17,174.84,156.73,140.62,150.78,94.51,108.73,183.12
203,156.45,137.84,173.56,156.45,140.51,150.62,94.67,108.9,179.01
203.25,156.23,138.4,172.23,156.06,140.28,150.45,94.73,109.01,175.56
203.5,156.01,139.12,171.06,155.84,140.06,150.17,94.84,109.12,172.62
203.75,155.78,139.56,169.73,155.51,139.95,149.84,94.9,109.28,170.01
204,155.51,140.23,168.62,155.12,139.84,149.73,95.12,109.4,167.78
204.25,155.28,140.73,167.56,154.84,139.78,149.45,95.23,109.56,165.73
204.5,154.95,141.28,166.51,154.56,139.56,149.23,95.23,109.67,163.84
204.75,154.84,141.84,165.51,154.28,139.45,149.12,95.34,109.9,162.23
205,154.62,142.4,164.67,154.06,139.28,148.95,95.56,110.01,160.9
205.25,154.34,142.84,163.62,153.78,139.23,148.73,95.62,110.17,159.67
205.5,154.17,143.4,162.73,153.62,139.12,148.56,95.62,110.34,158.51
205.75,153.78,143.84,162.01,153.45,139.01,148.45,95.78,110.45,157.51
206,153.78,144.28,161.28,153.23,138.95,148.4,95.78,110.56,156.45
206.25,153.51,144.62,160.51,153.01,138.78,148.12,95.9,110.67,155.67
206.5,153.23,144.95,159.84,152.78,138.73,147.95,96.01,110.78,154.95
206.75,153.12,145.34,159.23,152.56,138.62,147.84,96.06,110.95,154.34
207,152.84,145.78,158.62,152.4,138.56,147.73,96.17,111.12,153.73
207.25,152.67,146.01,158.01,152.17,138.45,147.67,96.23,111.28,153.06
207.5,152.45,146.28,157.4,152.01,138.4,147.56,96.45,111.4,152.56
207.75,152.34,146.62,156.9,151.78,138.28,147.4,96.4,111.56,152.06
208,152.01,146.78,156.4,151.62,138.23,147.23,96.56,111.73,151.67
208.25,151.9,147.12,155.84,151.51,138.17,147.23,96.67,111.9,151.17
208.5,151.73,147.28,155.45,151.4,138.12,147.01,96.84,112.01,150.78
208.75,151.51,147.45,154.9,151.23,138.01,146.84,96.84,112.06,150.45
209,151.34,147.73,154.56,151.12,137.95,146.9,96.9,112.17,150.12
209.25,151.12,147.9,153.95,150.95,137.84,146.78,97.01,112.28,149.84
209.5,150.95,148.06,153.12,150.78,137.9,146.67,97.17,112.56,149.67
209.75,150.78,148.28,152.56,150.73,137.78,146.62,97.28,112.67,149.34
210,150.56,148.45,152.01,150.56,137.62,146.51,97.45,112.84,149.06
210.25,150.34,148.51,151.56,150.34,137.56,146.28,97.51,112.95,148.84
210.5,150.23,148.62,151.17,150.23,137.51,146.28,97.62,113.06,148.62
210.75,150.06,148.73,150.84,150.17,137.56,146.23,97.67,113.17,148.45
211,149.95,148.84,150.45,150.01,137.51,146.06,97.84,113.34,148.28
211.25,149.67,149.01,150.17,149.9,137.4,146.01,97.9,113.51,148.06
211.5,149.56,149.06,149.9,149.78,137.34,145.9,98.12,113.67,148.01
211.75,149.28,149.06,149.67,149.67,137.34,145.95,98.17,113.78,147.78
212,149.17,149.17,149.4,149.62,137.34,145.84,98.17,113.84,147.73
212.25,149.06,149.23,149.17,149.51,137.28,145.73,98.34,114.01,147.56
212.5,148.95,149.34,149.06,149.4,137.12,145.67,98.45,114.17,147.45
212.75,148.73,149.28,148.95,149.28,137.17,145.56,98.51,114.23,147.4
213,148.62,149.45,148.73,149.17,137.17,145.56,98.67,114.4,147.23
213.25,148.4,149.34,148.56,149.06,137.12,145.45,98.78,114.51,147.23
213.5,148.28,149.45,148.4,149.01,137.06,145.4,98.9,114.62,147.06
213.75,148.06,149.45,148.34,148.84,137.06,145.34,98.9,114.78,147.01
214,147.95,149.45,148.17,148.78,137.01,145.28,99.06,114.95,147.01
214.25,147.78,149.45,148.06,148.67,136.95,145.17,99.17,115.06,146.84
214.5,147.62,149.56,147.95,148.73,136.95,145.17,99.23,115.17,146.84
214.75,147.45,149.45,147.84,148.4,136.9,145.06,99.34,115.4,146.84
215,147.28,149.4,147.67,148.4,136.9,144.95,99.51,115.4,146.78
215.25,147.12,149.45,147.62,148.4,136.9,144.95,99.62,115.56,146.62
215.5,146.95,149.4,147.56,148.28,136.84,144.9,99.67,115.73,146.56
215.75,146.9,149.51,147.45,148.28,136.84,144.78,99.84,115.84,146.51
216,146.67,149.28,147.28,148.17,136.78,144.78,99.9,116.01,146.4
216.25,146.62,149.34,147.28,147.95,136.67,144.67,99.9,116.06,146.4
216.5,146.4,149.34,147.17,147.95,136.67,144.62,100.06,116.17,146.28
216.75,146.34,149.23,147.17,147.9,136.67,144.62,100.17,116.28,146.28
217,146.17,149.17,147.06,147.84,136.51,144.56,100.23,116.45,146.28
217.25,146.06,149.12,146.95,147.73,136.56,144.51,100.28,116.51,146.17
217.5,145.84,149.01,146.9,147.67,136.51,144.4,100.45,116.67,146.12
217.75,145.78,149.06,146.84,147.62,136.51,144.34,100.45,116.84,146.12
218,145.56,148.9,146.67,147.45,136.4,144.23,100.62,116.9,146.06
218.25,145.45,148.84,146.67,147.51,136.45,144.28,100.73,116.95,146.06
218.5,145.4,148.73,146.62,147.51,136.4,144.34,100.84,117.17,146.12
218.75,145.17,148.56,146.51,147.28,136.4,144.17,100.95,117.23,146.06
219,145.12,148.56,146.45,147.23,136.4,144.12,101.06,117.45,146.06
219.25,144.95,148.45,146.34,147.28,136.34,144.06,101.17,117.51,145.95
219.5,144.95,148.34,146.34,147.17,136.28,144.06,101.23,117.62,145.95
219.75,144.73,148.4,146.28,147.06,136.28,143.95,101.34,117.78,145.9
220,144.67,148.23,146.28,147.06,136.23,143.9,101.45,117.84,145.84
220.25,144.56,148.12,146.12,146.95,136.23,143.84,101.56,118.06,145.84
220.5,144.45,148.06,146.17,146.84,136.23,143.84,101.56,118.17,145.84
220.75,144.28,147.95,146.01,146.78,136.23,143.84,101.67,118.23,145.84
221,144.28,147.84,146.01,146.78,136.23,143.78,101.84,118.45,145.9
221.25,144.06,147.73,145.84,146.78,136.23,143.78,101.9,118.45,145.84
221.5,144.17,147.73,145.95,146.84,136.23,143.73,101.73,118.67,145.73
221.75,143.9,147.56,145.84,146.67,136.23,143.62,101.73,118.67,145.73
222,143.78,147.45,145.67,146.62,136.17,143.51,101.73,118.9,145.67
222.25,143.67,147.4,145.78,146.51,136.06,143.56,101.84,118.9,145.62
222.5,143.56,147.17,145.67,146.51,136.06,143.51,101.95,119.12,145.56
222.75,143.51,147.06,145.62,146.45,136.01,143.45,102.01,119.06,145.62
223,143.4,146.9,145.51,146.4,136.01,143.4,102.06,119.23,145.45
223.25,143.23,146.78,145.45,146.34,135.95,143.34,102.12,119.34,145.51
223.5,143.01,146.67,145.4,146.23,135.95,143.34,102.28,119.34,145.34
223.75,142.95,146.56,145.34,146.17,135.78,143.23,102.28,119.51,145.28
224,142.84,146.45,145.34,146.17,135.9,143.28,102.51,119.62,145.28
224.25,142.73,146.4,145.17,146.17,135.84,143.17,102.56,119.73,145.34
224.5,142.62,146.23,145.17,146.06,135.9,143.17,102.67,119.67,145.17
224.75,142.4,146.06,145.06,146.01,135.9,143.01,102.84,119.95,145.12
225,142.17,146.06,145.12,145.9,135.84,142.95,102.9,119.95,145.06
225.25,142.01,146.01,145.12,145.84,135.78,143.06,103.06,120.12,145.01
225.5,141.84,145.84,145.06,145.78,135.73,142.9,103.23,120.06,144.9
225.75,141.78,145.73,144.9,145.73,135.73,142.95,103.28,120.12,144.78
226,141.62,145.62,144.84,145.67,135.67,142.84,103.4,120.28,144.78
226.25,141.51,145.51,144.84,145.62,135.67,142.78,103.51,120.56,144.73
226.5,141.4,145.4,144.78,145.56,135.67,142.73,103.56,120.67,144.62
226.75,141.23,145.28,144.73,145.51,135.62,142.73,103.67,120.78,144.62
227,141.23,145.06,144.56,145.45,135.62,142.78,103.78,120.95,144.73
227.25,141.12,144.9,144.45,145.34,135.56,142.56,103.9,121.12,144.67
227.5,141.06,144.73,144.45,145.34,135.51,142.67,104.06,121.12,144.56
227.75,141.01,144.51,144.51,145.28,135.51,142.62,104.06,121.23,144.51
228,140.84,144.23,144.45,145.23,135.51,142.56,104.17,121.34,144.51
228.25,140.78,144.12,144.28,145.17,135.62,142.56,104.34,121.4,144.4
228.5,140.73,143.84,144.34,145.06,135.51,142.51,104.4,121.62,144.28
228.75,140.56,143.78,144.28,144.95,135.56,142.51,104.51,121.67,144.23
229,140.51,143.67,144.17,144.95,135.56,142.45,104.62,121.73,144.23
229.25,140.45,143.45,144.12,144.9,135.51,142.34,104.73,121.9,144.12
229.5,140.34,143.34,144.06,144.95,135.45,142.28,104.67,121.95,144.06
229.75,140.23,143.17,143.95,144.84,135.51,142.28,104.73,122.06,143.95
230,140.23,143.01,144.01,144.78,135.4,142.23,104.73,122.06,143.84
230.25,140.06,142.78,143.84,144.78,135.45,142.28,104.84,122.23,143.73
230.5,140.01,142.62,143.73,144.73,135.45,142.17,104.9,122.34,143.62
230.75,140.12,142.56,143.73,144.67,135.4,142.17,105.01,122.34,143.51
231,139.84,142.34,143.62,144.67,135.34,142.06,105.06,122.34,143.45
231.25,139.78,142.23,143.51,144.67,135.4,142.06,105.12,122.45,143.45
231.5,139.67,142.12,143.45,144.51,135.4,142.01,105.17,122.56,143.28
231.75,139.67,142.06,143.28,144.51,135.23,142.01,105.28,122.56,143.28
232,139.56,142.06,143.28,144.45,135.23,141.95,105.34,122.67,143.23
232.25,139.51,142.06,143.17,144.45,135.23,141.9,105.51,122.73,143.28
232.5,139.23,141.9,143.17,144.45,135.23,141.84,105.62,122.78,143.12
232.75,139.17,141.95,143.12,144.4,135.23,141.9,105.73,122.9,143.17
233,138.95,141.95,143.01,144.34,135.23,141.84,105.84,122.95,143.01
233.25,138.78,142.01,142.9,144.28,135.23,141.84,106.01,123.12,143.12
233.5,138.51,141.95,142.67,144.23,135.12,141.73,105.95,123.12,142.95
233.75,138.45,142.06,142.78,144.23,135.12,141.62,106.06,123.28,142.95
234,138.45,141.95,142.67,144.12,135.06,141.62,106.17,123.45,142.95
234.25,138.34,142.01,142.62,144.17,135.01,141.56,106.17,123.51,142.9
234.5,138.23,141.9,142.51,144.12,135.01,141.56,106.23,123.56,142.95
234.75,138.06,141.84,142.51,144.06,134.95,141.45,106.23,123.73,142.9
235,138.06,141.73,142.45,144.01,135.01,141.45,106.34,123.78,142.84
235.25,138.01,141.62,142.45,144.01,134.84,141.34,106.4,123.84,142.78
235.5,137.84,141.62,142.28,143.95,134.78,141.34,106.45,123.95,142.73
235.75,137.84,141.56,142.12,143.84,134.84,141.23,106.56,124.17,142.78
236,137.84,141.51,142.17,143.84,134.67,141.23,106.73,124.17,142.73
236.25,137.78,141.34,142.06,143.84,134.73,141.12,106.95,124.23,142.78
236.5,137.73,141.34,142.01,143.84,134.73,141.23,106.95,124.17,142.73
236.75,137.73,141.23,141.84,143.78,134.78,141.12,107.12,124.4,142.73
237,137.67,141.17,141.78,143.73,134.78,141.12,107.28,124.4,142.73
237.25,137.62,141.06,141.62,143.67,134.78,141.01,107.28,124.45,142.67
237.5,137.56,141.01,141.56,143.73,134.73,141.01,107.34,124.45,142.62
237.75,137.51,140.9,141.56,143.62,134.67,140.95,107.28,124.51,142.51
238,137.45,140.67,141.62,143.62,134.67,140.9,107.34,124.56,142.4
238.25,137.34,140.56,141.4,143.56,134.62,140.84,107.34,124.62,142.45
238.5,137.4,140.4,141.23,143.56,134.62,140.84,107.4,124.73,142.28
238.75,137.34,140.28,141.28,143.45,134.62,140.78,107.4,124.78,142.23
239,137.23,140.23,141.34,143.51,134.62,140.78,107.62,124.9,142.23
239.25,137.12,140.23,141.34,143.56,134.56,140.73,107.62,124.84,142.12
239.5,137.06,140.17,141.34,143.4,134.62,140.67,107.78,124.9,142.17
239.75,137.06,140.17,141.28,143.4,134.62,140.67,107.9,124.95,142.06
240,137.06,140.06,141.23,143.34,134.62,140.62,107.84,124.95,142.06
240.25,136.95,140.01,141.12,143.34,134.51,140.56,108.01,125.06,142.01
240.5,136.9,140.01,141.12,143.28,134.51,140.62,108.12,125.17,141.95
240.75,136.9,140.01,141.01,143.17,134.51,140.45,108.17,125.17,141.95
241,136.84,140.01,140.9,143.23,134.51,140.45,108.34,125.23,141.9
241.25,136.78,139.9,140.9,143.06,134.51,140.45,108.4,125.28,141.84
241.5,136.67,139.95,140.9,143.06,134.45,140.34,108.62,125.4,141.9
241.75,136.62,139.95,140.84,143.06,134.4,140.28,108.62,125.4,141.84
242,136.56,139.95,140.45,143.12,134.45,140.28,108.73,125.62,141.84
242.25,136.56,139.95,140.4,143.01,134.4,140.34,108.73,125.62,141.84
242.5,136.56,139.78,140.23,142.9,134.34,140.23,108.73,125.62,141.73
242.75,136.45,139.78,140.23,142.9,134.28,140.17,108.95,125.62,141.67
243,136.45,139.73,140.28,142.9,134.23,140.17,108.84,125.62,141.78
243.25,136.34,139.56,140.23,142.84,134.23,140.12,108.9,125.62,141.73
243.5,136.34,139.45,139.95,142.73,134.17,140.01,108.95,125.78,141.62
243.75,136.28,139.28,139.78,142.73,134.12,140.06,109.06,125.9,141.62
244,136.23,139.17,139.78,142.67,134.06,139.9,109.17,125.95,141.62
244.25,136.17,139.06,139.67,142.67,134.06,139.78,109.34,126.12,141.51
244.5,136.12,138.95,139.67,142.56,134.06,139.84,109.34,126.06,141.4
244.75,136.06,138.78,139.56,142.51,134.06,139.78,109.28,126.06,141.4
245,136.01,138.67,139.56,142.51,134.12,139.78,109.12,126.28,141.34
245.25,136.01,138.62,139.56,142.56,134.06,139.78,109.12,126.45,141.34
245.5,135.95,138.28,139.56,142.51,134.01,139.62,109.01,126.4,141.17
245.75,135.9,138.12,139.51,142.45,134.01,139.67,108.95,126.67,141.12
246,135.9,138.01,139.56,142.4,134.01,139.62,108.95,126.73,141.06
246.25,135.84,137.9,139.56,142.4,133.95,139.67,109.17,126.78,140.95
246.5,135.78,137.78,139.62,142.28,133.9,139.51,109.23,126.84,140.84
246.75,135.67,137.67,139.45,142.28,133.9,139.56,109.28,127.06,140.78
247,135.67,137.62,138.84,142.28,133.84,139.45,109.51,127.01,140.67
247.25,135.62,137.56,138.62,142.12,133.84,139.34,109.51,127.06,140.67
247.5,135.62,137.62,138.67,142.12,133.78,139.4,109.51,127.06,140.62
247.75,135.51,137.56,138.67,142.06,133.84,139.34,109.67,127.12,140.67
248,135.51,137.62,138.67,142.12,133.84,139.34,109.9,127.28,140.67
248.25,135.45,137.56,138.78,142.06,133.78,139.28,109.95,127.4,140.62
248.5,135.51,137.62,138.78,142.01,133.73,139.23,110.06,127.4,140.62
248.75,135.4,137.62,138.84,142.01,133.78,139.28,110.23,127.51,140.56
249,135.4,137.56,138.9,141.95,133.73,139.12,110.28,127.51,140.62
249.25,135.34,137.56,138.95,141.95,133.62,139.12,110.4,127.73,140.56
249.5,135.23,137.56,138.9,141.84,133.67,139.06,110.45,127.73,140.51
249.75,135.17,137.56,139.01,141.78,133.62,139.12,110.56,127.84,140.45
250,135.17,137.56,139.12,141.84,133.62,139.06,110.73,127.95,140.51
250.25,135.12,137.51,138.95,141.67,133.56,139.01,110.84,127.95,140.45
250.5,135.01,137.56,139.01,141.67,133.62,139.06,110.9,128.01,140.45
250.75,135.12,137.51,139.06,141.78,133.56,138.95,110.84,128.12,140.51
251,135.06,137.56,139.06,141.67,133.62,138.95,111.01,128.17,140.45
251.25,135.12,137.51,139.01,141.62,133.56,138.84,111.06,128.17,140.34
251.5,134.95,137.34,138.9,141.56,133.56,138.78,111.06,128.17,140.4
251.75,134.95,137.28,138.67,141.56,133.62,138.84,111.12,128.34,140.34
252,134.84,137.12,138.56,141.4,133.45,138.78,111.28,128.34,140.23
252.25,134.9,137.01,138.62,141.51,133.45,138.73,111.45,128.51,140.12
252.5,134.78,136.9,138.62,141.34,133.45,138.67,111.56,128.56,140.01
252.75,134.78,136.73,138.67,141.34,133.4,138.67,111.62,128.62,139.95
253,134.67,136.56,138.73,141.34,133.45,138.67,111.67,128.67,139.78
253.25,134.67,136.45,138.67,141.34,133.4,138.67,111.78,128.78,139.78
253.5,134.62,136.28,138.67,141.28,133.4,138.62,111.95,128.78,139.67
253.75,134.62,136.4,138.78,141.28,133.45,138.62,112.01,128.95,139.51
254,134.62,136.28,138.78,141.28,133.45,138.56,112.17,129.06,139.45
254.25,134.56,136.17,138.84,141.23,133.4,138.51,112.17,129.06,139.4
254.5,134.51,136.17,138.9,141.17,133.4,138.51,112.23,129.06,139.4
254.75,134.45,136.17,138.95,141.17,133.4,138.4,112.4,129.17,139.28
255,134.4,136.06,138.95,141.12,133.4,138.45,112.4,129.23,139.28
255.25,134.4,136.06,138.95,141.06,133.34,138.34,112.51,129.23,139.12
255.5,134.28,136.06,139.01,141.01,133.28,138.34,112.62,129.28,139.12
255.75,134.28,136.06,139.01,141.06,133.34,138.34,112.73,129.45,139.23
256,134.28,136.06,139.06,141.01,133.28,138.28,112.78,129.45,139.06
256.25,134.23,136.06,139.12,141.06,133.34,138.23,112.9,129.51,139.01
256.5,134.17,136.06,139.12,141.06,133.28,138.23,112.95,129.67,139.06
256.75,134.17,135.95,139.12,140.95,133.23,138.23,112.95,129.67,138.95
257,134.23,136.06,139.12,141.01,133.28,138.23,113.12,129.73,139.01
257.25,134.12,136.01,139.12,141.01,133.34,138.23,113.17,129.78,138.9
257.5,134.01,135.84,139.12,140.9,133.17,138.17,113.12,129.73,138.9
257.75,134.06,135.95,139.17,140.9,133.28,138.06,113.23,129.67,138.9
258,133.9,135.84,139.17,140.9,133.17,138.01,113.28,129.67,138.9
258.25,133.95,135.9,139.23,140.78,133.28,138.01,113.34,129.9,138.95
258.5,134.01,135.9,139.23,140.78,133.23,138.06,113.4,129.9,138.9
258.75,133.95,135.78,139.17,140.9,133.17,138.01,113.45,130.01,138.95
259,133.95,135.78,139.17,140.67,133.06,137.9,113.62,130.12,138.95
259.25,133.9,135.84,139.23,140.67,133.12,138.01,113.51,130.17,138.95
259.5,133.84,135.84,139.23,140.78,133.12,137.95,113.56,130.23,138.9
259.75,133.73,135.78,139.17,140.73,133.06,137.9,113.62,130.28,138.9
260,133.78,135.67,139.12,140.67,133.06,137.95,113.73,130.28,138.9
260.25,133.67,135.67,139.12,140.67,133.06,137.84,113.78,130.28,138.9
260.5,133.62,135.73,139.12,140.62,133.06,137.78,113.95,130.4,138.9
260.75,133.62,135.73,139.23,140.51,133.06,137.73,114.01,130.4,138.9
261,133.62,135.62,139.17,140.62,133.12,137.73,114.01,130.45,138.84
261.25,133.56,135.62,139.17,140.51,133.06,137.73,114.06,130.51,138.9
261.5,133.56,135.56,139.06,140.51,133.01,137.78,114.17,130.51,138.9
261.75,133.51,135.67,139.12,140.51,133.01,137.73,114.17,130.56,138.84
262,133.45,135.56,138.95,140.45,133.01,137.67,114.28,130.67,138.95
262.25,133.45,135.51,139.01,140.45,133.01,137.67,114.34,130.67,138.9
262.5,133.45,135.51,138.95,140.4,132.95,137.62,114.4,130.67,138.95
262.75,133.4,135.51,138.9,140.4,132.95,137.56,114.51,130.62,138.9
263,133.4,135.45,138.95,140.4,132.95,137.51,114.56,130.73,138.9
263.25,133.4,135.4,138.9,140.4,132.95,137.56,114.56,130.73,138.95
263.5,133.34,135.4,138.9,140.23,132.84,137.51,114.56,130.73,138.84
263.75,133.34,135.4,138.9,140.23,132.84,137.45,114.62,130.78,138.9
